label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	563 m^2	0.329	chicken	Inan	0.7276	0.2906 mph	0.028	0.7319	347	Computer Game Design	863	510
0	477 m^2	0.2366	reptile	Vani, Inan	0.7137	0.4347 mph	-0.0657	0.7067	380	Computer Game Design	1181	789
1	696 m^2	0.5613	fish	Lise, Fabrice, Michael, Chris	0.0047	0.7185 mph	0.6172	0.782	156	Statistics	120	962
3	534 m^2	0.6829	pig	Reilly	0.2362	0.6725 mph	1.0228	0.3862	332	Games and Playable Media	313	634
2	161 m^2	0.763	bird	Andrew	0.6549	0.1063 mph	0.3923	0.4875	315	Electrical Engineering	441	950
0	355 m^2	0.7792	hamster	Tony, Vani	1.1083	0.3087 mph	-0.2163	0.6248	425	Computer Game Design	1004	735
3	1093 m^2	0.6476	pig	Reilly	0.4016	0.7313 mph	0.4464	0.503	97	Games and Playable Media	247	12
2	348 m^2	0.7116	bird	Andrew	0.4242	0.1653 mph	0.0351	0.5177	945	Electrical Engineering	1003	332
1	903 m^2	-0.0295	chicken	Lise, Fabrice	0.3076	0.805 mph	0.8753	0.803	595	Statistics	634	726
0	483 m^2	0.4297	hamster	NULL	0.6501	0.4098 mph	-0.24	0.7708	1142	Computer Game Design	1151	298
0	320 m^2	0.5504	rat	Inan, Tony	0.5334	0.3234 mph	-0.2447	0.6986	407	Computer Game Design	571	234
3	771 m^2	0.832	pig	Reilly	0.2104	0.6702 mph	0.5772	0.5023	155	Games and Playable Media	398	-192
1	857 m^2	0.2212	fish	Michael, Lise, Fabrice	0.2004	0.8121 mph	0.9175	0.9779	11	Data Science	-42	813
0	325 m^2	0.29	cat	Tony	1.0864	0.534 mph	0.1525	0.7142	546	Computer Game Design	878	345
0	437 m^2	0.651	hamster	Inan, Vani	0.5737	0.0667 mph	-0.2027	0.3361	435	Computer Game Design	1347	193
2	-8 m^2	1.1513	bird	Andrew	0.9284	0.1064 mph	0.8103	0.1768	10	Bioinformatics	533	?
2	349 m^2	0.6912	dog	Andrew	0.8796	0.0379 mph	0.3275	-0.0103	987	Bioinformatics	307	883
1	683 m^2	-0.1577	chicken	Lise	0.2134	0.4839 mph	0.8938	0.6695	552	Technology and Information Management	N/A	1163
1	768 m^2	0.3023	fish	Chris, Michael, Fabrice	-0.1583	0.7586 mph	0.827	0.316	269	Data Science	60	918
3	825 m^2	0.9933	pig	Reilly	0.2196	0.8378 mph	0.8098	0.1769	259	Games and Playable Media	534	256
1	718 m^2	0.2919	chicken	Fabrice, Lise, Sam	-0.0821	0.5423 mph	0.7288	1.0081	497	Applied Mathematics	-128	1193
3	725 m^2	0.7536	pig	Eriq	0.8161	0.5968 mph	0.9235	0.4775	-87	Bioengineering	278	-198
1	976 m^2	-0.156	chicken	Sam, Michael	-0.15	0.3817 mph	0.6864	0.4824	323	Technology and Information Management	-236	358
1	491 m^2	-0.2442	chicken	Chris, Lise, Sam, Michael	0.0152	0.6118 mph	0.897	0.8481	415	Applied Mathematics	6	975
0	240 m^2	0.3187	bird	cHRIS, lISE, mICHAEL	0.7515	0.5061 mph	0.4338	0.9692	416	Computer Game Design	726	799
3	769 m^2	0.3252	pig	Reilly	0.2133	0.5642 mph	0.5118	0.4569	240	HUMAN COMPUTER INTERACTION	456	364
1	845 m^2	0.2761	chicken	Lise, Chris, Sam	0.0244	0.6801 mph	0.8488	1.0213	199	Computational Media	-427	875
2	69 m^2	1.011	ferret	Andrew	0.7632	0.2049 mph	0.2909	0.4446	925	Natural Language Processing	608	788
3	746 m^2	0.7189	pig	Eriq	0.4795	0.3191 mph	0.9642	0.4237	162	Human Computer Interaction	295	29
2	22 m^2	0.943	ferret	Andrew	0.7047	0.2153 mph	0.3271	-0.0054	1004	Bioinformatics	520	540
0	243 m^2	0.5669	pig	Fabrice, Chris	1.0308	0.1398 mph	-0.4233	0.9964	546	Games and Playable Media	887	524
2	182 m^2	0.8131	ferret	Andrew	0.5225	0.0327 mph	0.6588	-0.0183	742	Electrical Engineering	448	370
3	481 m^2	0.7045	pig	Eriq	0.1143	0.9468 mph	0.5426	0.8225	216	Human Computer Interaction	376	114
2	226 m^2	0.8272	reptile	Andrew	0.5333	-0.2476 mph	0.4868	0.162	601	Bioinformatics	434	764
2	-69 m^2	0.8525	ferret	Andrew	0.7632	0.2323 mph	0.7701	0.1236	754	Natural Language Processing	352	811
2	324 m^2	0.7475	ferret	Andrew	0.9487	0.0013 mph	0.2631	0.1861	490	Biotechnology	466	436
1	1010 m^2	0.4096	guinea pig	Fabrice, Lise	0.3994	0.7527 mph	0.6868	0.5968	415	Computational Media	161	668
1	820 m^2	0.2769	fish	Lise, Fabrice	-0.3884	1.0709 mph	0.5984	0.9851	856	Data Science	-235	781
2	47 m^2	0.7717	bird	Andrew	0.6353	-0.0244 mph	0.3094	0.5233	1145	Natural Language Processing	327	270
2	213 m^2	0.8533	bird	Andrew	0.7053	0.044 mph	0.421	0.0624	774	Bioinformatics	696	867
0	502 m^2	0.5383	rabbit	Tony, Inan	0.5396	0.2888 mph	0.0625	0.5069	572	Computer Game Design	998	32
2	379 m^2	0.9541	reptile	Andrew	0.4649	0.1763 mph	0.4596	0.4851	690	Natural Language Processing	407	672
2	326 m^2	0.621	bird	Andrew	0.8616	0.0637 mph	0.4931	0.2346	264	Biotechnology	522	660
0	414 m^2	0.6581	cat	Inan	0.8337	0.7112 mph	-0.0609	0.8306	721	Computer Game Design	1066	1152
0	261 m^2	0.2242	rabbit	Vani	0.739	0.5057 mph	-0.1244	0.6694	830	Computer Game Design	745	278
2	-183 m^2	0.6493	bird	Andrew	0.8004	0.2479 mph	0.3912	0.5164	477	Biotechnology	375	248
3	802 m^2	0.495	pig	Eriq	0.6981	0.8328 mph	1.0312	0.0932	344	Computer Engineering	243	257
1	699 m^2	0.3376	chicken	Eriq	0.0595	0.91 mph	0.7523	0.6976	503	Computational Media	-691	1008
3	1208 m^2	0.6203	rabbit	Eriq	0.719	1.01 mph	0.6813	0.588	-76	Games and Playable Media	343	164
1	761 m^2	0.1337	guinea pig	lISE, cHRIS	-0.0062	0.7211 mph	0.4877	0.2479	144	Applied Mathematics	-230	1045
1	660 m^2	0.478	GUINEA PIG	Sam, Chris	0.0426	0.5984 mph	0.9302	0.878	510	Statistics	25	731
2	21 m^2	0.8992	ferret	Andrew	0.9305	0.2502 mph	0.4017	-0.0046	455	Natural Language Processing	187	800
2	306 m^2	0.809	dog	Andrew	1.0215	0.0053 mph	0.0326	0.4188	844	Biotechnology	451	868
1	999 m^2	0.3293	guinea pig	Fabrice	0.1004	0.7831 mph	0.8108	0.5074	399	Computer Science	175	1027
3	764 m^2	0.6602	pig	Reilly	0.4715	1.0449 mph	0.9017	0.6462	98	Robotics Engineering	273	232
1	605 m^2	0.1847	fish	Michael, Lise	-0.0148	0.7952 mph	0.8465	0.932	345	Data Science	-405	744
0	592 m^2	0.3048	rabbit	Reilly	0.8747	0.2668 mph	0.2924	0.7024	603	Computer Game Design	1188	653
1	849 m^2	-0.021	chicken	Chris, Lise	0.0351	0.7054 mph	0.5528	0.7783	264	Technology and Information Management	483	875
0	343 m^2	0.5446	hamster	Inan, Tony	0.8876	0.2576 mph	-0.2571	0.8217	469	Computer Game Design	457	290
1	841 m^2	0.0494	guinea pig	Michael, Sam, Chris, Lise	0.1709	0.6944 mph	0.8122	0.9603	456	Technology and Information Management	263	968
3	873 m^2	0.1637	pig	Eriq	0.3475	0.6742 mph	0.6309	0.2546	10	games and playable media	506	-70
2	304 m^2	0.7351	ferret	Andrew	0.7407	-0.0849 mph	0.5987	0.0235	930	Bioinformatics	321	758
1	720 m^2	-0.0278	chicken	Sam, Lise, Chris	0.1366	1.1021 mph	0.8286	0.7248	494	Data Science	140	551
2	170 m^2	0.3984	ferret	Andrew	0.627	-0.3068 mph	0.467	0.1245	419	Electrical Engineering	201	659
3	653 m^2	0.5219	pig	Reilly	0.115	0.4951 mph	0.7542	0.2479	420	Robotics Engineering	224	40
0	648 m^2	0.5703	rat	FABRICE, CHRIS	1.2848	0.6821 mph	-0.0349	0.7007	372	Computer Game Design	665	373
0	-46 m^2	0.261	cat	Vani	0.8973	0.3574 mph	0.3794	0.4936	411	Computer Game Design	1256	720
3	1002 m^2	0.5569	pig	Reilly	0.057	0.7365 mph	0.792	0.3464	300	Human Computer Interaction	52	60
1	452 m^2	-0.0908	chicken	Michael, Lise	0.0749	1.1002 mph	1.0008	1.0476	378	Applied Mathematics	130	668
2	204 m^2	1.0265	dog	Andrew	1.0197	0.4026 mph	0.668	0.5125	784	None	827	858
1	490 m^2	-0.2192	chicken	Sam	-0.3287	0.7786 mph	0.8863	0.9493	361	Data Science	190	788
0	512 m^2	0.498	cat	Vani	0.758	0.0909 mph	-0.374	0.2694	335	Computer Game Design	936	747
2	381 m^2	0.8364	dog	Andrew	0.3914	0.118 mph	0.2563	0.2296	619	Bioinformatics	667	707
1	939 m^2	0.2082	chicken	Sam, Michael	0.3665	0.7989 mph	0.7901	0.9412	61	Technology and Information Management	-73	430
2	156 m^2	0.7275	Ferret	Andrew	0.4271	0.3911 mph	0.1538	0.148	872	Bioinformatics	569	602
2	31 m^2	0.5869	ferret	Andrew	0.7102	0.1289 mph	0.5123	0.31	702	Biotechnology	346	750
2	-192 m^2	0.7254	ferret		0.5584	0.3205 mph	0.0642	0.3253	842	Biotechnology	764	697
3	733 m^2	0.3769	pig	Eriq	0.381	1.1227 mph	0.8736	0.2938	144	Robotics Engineering	76	322
3	517 m^2	0.9677	pig	Reilly	0.3118	0.7757 mph	0.714	0.2969	393	Bioengineering	-74	50
3	753 m^2	0.7283	pig	Reilly	0.5153	0.5018 mph	0.9185	0.4571	133	Bioengineering	561	-85
0	294 m^2	0.3589	rat	Tony, Inan	1.2265	0.3309 mph	-0.2169	0.8236	996	Computer Game Design	1033	571
3	721 m^2	0.8379	pig	Eriq	-0.0456	0.5629 mph	1.2264	0.3341	85	Computer Engineering	435	255
0	417 m^2	0.7191	rat	Vani, Inan	1.3873	0.2834 mph	0.0503	0.7207	389	Computer Game Design	967	833
3	935 m^2	0.3214	pig	Eriq	0.2752	0.8136 mph	0.4392	0.078	94	Games and Playable Media	35	457
3	1129 m^2	0.4378	pig	Lise, Fabrice, Michael	0.2	0.6348 mph	0.7493	0.3178	450	Human Computer Interaction	301	-186
3	694 m^2	0.6549	chicken	Eriq	0.1313	0.4805 mph	0.533	0.3008	491	Computer Engineering	638	154
2	335 m^2	0.4749	ferret	Andrew	?	-0.0184 mph	0.8856	0.5365	668	Bioinformatics	471	477
3	781 m^2	0.5603	pig	Eriq	0.314	0.8419 mph	0.8715	0.5847	520	Computer Engineering	364	-346
3	790 m^2	0.4573	pig	Eriq	0.4114	0.5712 mph	0.4757	-0.3035	154	Natural Language Processing	211	256
2	89 m^2	0.6846	bird	Andrew	0.3034	0.1958 mph	0.4301	0.3252	422	Biotechnology	331	382
2	60 m^2	1.0106	dog	Andrew	0.7838	0.0671 mph	0.072	0.3539	650	Electrical Engineering	483	624
0	450 m^2	0.7151	rabbit	Vani	0.7659	0.3648 mph	-0.2646	0.6945	651	Computer Game Design	725	334
0	214 m^2	0.8153	Rat	Vani	0.7152	0.552 mph	0.039	1.0232	860	Computer Game Design	1116	482
3	921 m^2	0.7397	pig	Eriq	0.467	0.6497 mph	0.5497	0.4053	84	Robotics Engineering	383	-162
0	227 m^2	0.6414		Inan, Tony	0.7503	0.3172 mph	0.0848	0.7782	237	Computer Game Design	1325	655
3	795 m^2	0.5596	pig	Reilly	0.4227	0.5293 mph	0.8783	0.2596	110	Computer Engineering	393	267
1	721 m^2	0.0364	fish	Lise, Fabrice	0.0947	0.6511 mph	0.7973	0.916	539	Technology and Information Management	-27	962
3	854 m^2	0.7773	guinea pig	Eriq	0.5918	0.6405 mph	0.9067	0.2191	-62	Human Computer Interaction	-14	-186
1	1107 m^2	0.2698	guinea pig	Chris, Michael	0.5435	0.8981 mph	0.1495	0.9586	247	Technology and Information Management	113	880
0	-72 m^2	?	hamster	Inan	1.1327	0.4166 mph	-0.2404	0.9058	529	Computer Game Design	584	604
1	602 m^2	0.4354	chicken	Chris, Fabrice	0.4185	0.8959 mph	0.8952	0.5469	262	Computer Science	-3	945
0	266 m^2	0.6872	rabbit	Tony, Inan	0.4497	0.431 mph	-0.0048	0.6941	452	Computer Game Design	723	542
1	568 m^2	0.1069	chicken	Michael, Fabrice	-0.0235	1.1776 mph	0.7749	0.4901	346	?	142	1127
0	323 m^2	0.8303	cat	Inan	0.7948	0.5385 mph	0.4377	1.0	818	Computer Game Design	1102	253
2	-108 m^2	0.7795	pig	Andrew	0.9867	0.1118 mph	0.8104	0.0395	672	Electrical Engineering	892	410
2	232 m^2	1.0227	ferret	Andrew	0.7227	0.0791 mph	0.725	0.2392	766	Natural Language Processing	354	538
1	1127 m^2	-0.0254	chicken	Sam	-0.1288	0.5659 mph	0.7408	0.6944	145	sTATISTICS	-164	492
2	130 m^2	0.5344	dog	Andrew	0.5665	-0.4008 mph	0.2339	0.4827	964	Electrical Engineering	928	595
2	-232 m^2	0.6616	dog	Andrew	0.5001	0.2025 mph	0.2967	-0.2806	589	Bioinformatics	487	493
1	792 m^2	-0.059	fish	Fabrice	-0.0295	0.8018 mph	0.8005	0.9108	354	Applied Mathematics	-11	1035
2	-115 m^2	0.6914	Dog	Andrew	0.7774	-0.1795 mph	0.2872	-0.1477	1035	Natural Language Processing	767	630
3	1353 m^2	0.9025	pig	Reilly	0.0172	1.0073 mph	0.6114	0.11	157	Robotics Engineering	425	227
1	651 m^2	0.2102	fish	Chris, Lise, Fabrice	?	0.3108 mph	0.3467	0.5866	548	Data Science	35	659
2	-236 m^2	0.9889	reptile	Andrew	0.4629	0.1678 mph	0.404	0.3193	1069	Natural Language Processing	560	614
3	577 m^2	0.5481	pig	Reilly	0.275	0.2821 mph	0.8538	0.4416	747	Bioengineering	208	74
1	842 m^2	0.1841	chicken	Michael, Chris, Fabrice	-0.0649	0.7071 mph	0.7238	1.2068	253	Data Science	228	1366
2	175 m^2	0.7706	reptile	Andrew	0.7726	0.2433 mph	0.5493	0.4111	942	Biotechnology	552	999
1	948 m^2	-0.0437	CHICKEN	Chris, Michael, Lise	0.2236	1.0085 mph	1.2051	1.1355	248	Statistics	234	1133
2	1 m^2	0.8246	reptile	Eriq	0.4673	-0.1433 mph	0.555	0.3324	537	Electrical Engineering	465	686
0	363 m^2	0.9384	rabbit	Vani, Tony	1.1887	0.2812 mph	0.146	0.687	350	Computer Game Design	1093	546
2	-35 m^2	0.818	reptile	Andrew	0.5995	-0.1535 mph	0.2471	0.3639	825	Biotechnology	421	713
0	284 m^2	0.1637	rat	Tony, Vani	1.0961	0.3356 mph	0.0547	0.4863	1110	Biotechnology	1199	418
3	708 m^2	0.798	Pig	Eriq	0.439	0.6992 mph	0.7365	0.2138	52	Robotics Engineering	41	133
2	19 m^2	0.9844	reptile	Andrew	0.8413	0.0937 mph	0.5524	-0.0946	653	Natural Language Processing	434	586
2	-45 m^2	0.8236	bird	Andrew	0.8542	0.0457 mph	0.2458	0.0065	562	Natural Language Processing	656	754
1	826 m^2	0.3124	fish	Michael, Chris, Sam, Lise	-0.2894	0.7268 mph	0.9479	0.6236	606	Computational Media	-189	975
1	886 m^2	-0.2766	guinea pig	Sam	0.0155	0.7007 mph	0.5051	0.8833	729	Statistics	-44	1016
3	803 m^2	0.5341	pig	Eriq	-0.5311	0.7871 mph	0.6236	0.4801	306	Robotics Engineering	335	264
1	483 m^2	0.074	chicken	Michael	0.3834	1.0321 mph	0.9549	0.771	583	Computational Media	66	789
1	766 m^2	0.2525	chicken	Michael	0.029	0.8138 mph	0.7648	0.6274	401	Computer Science	-410	849
1	582 m^2	0.2498	fish	Eriq	0.4185	1.1125 mph	0.662	0.739	394	Electrical Engineering	-378	921
0	422 m^2	0.5586	cat	Inan, Vani	0.3797	0.318 mph	-0.136	0.4417	485	Computer Game Design	1215	275
3	949 m^2	0.86	pig	Reilly	0.3244	0.7357 mph	0.9066	0.6425	48	Computer Engineering	222	325
0	362 m^2	0.5004	rabbit	Fabrice, Lise, Chris, Sam	0.7258	0.2213 mph	0.617	0.7943	649	Computer Game Design	749	532
3	856 m^2	0.5673	pig	Eriq	-0.1464	0.5473 mph	0.9333	0.2134	153	Bioengineering	364	122
2	45 m^2	1.0143	reptile	Andrew	0.3449	0.065 mph	0.5386	0.1952	738	ELECTRICAL ENGINEERING	425	1192
3	640 m^2	0.4819	pig	Eriq	0.1404	0.7045 mph	0.7362	0.0664	-119	Robotics Engineering	276	104
3	774 m^2	0.4952	pig	Reilly	0.295	0.7467 mph	0.6896	0.8447	-16	Bioengineering	102	244
3	623 m^2	0.719	pig	Eriq	0.4238	0.7334 mph	0.7277	0.2002	632	Bioengineering	195	258
1	822 m^2	0.201	chicken	Michael, Sam, Chris	0.2367	0.6813 mph	0.7922	0.9527	560	Data Science	114	960
0	251 m^2	0.7241	cat	Vani, Tony	0.9471	0.1799 mph	0.1792	0.8589	694	Computer Game Design	873	222
0	207 m^2	0.8871	hamster	Tony, Vani	0.7372	0.3897 mph	-0.1309	0.2593	490	Computer Game Design	990	713
3	993 m^2	0.7526	pig	Reilly	0.8313	0.9051 mph	1.0434	0.3103	739	Bioengineering	264	320
1	554 m^2	-0.2189	fish	Sam, Lise, Fabrice	0.0624	0.6268 mph	0.2069	1.1383	-48	Applied Mathematics	371	662
0	188 m^2	0.5673	hamster	Vani	0.6606	0.2983 mph	-0.2106	0.2656	491	Computer Game Design	967	509
0	635 m^2	0.6896	cat	Vani, Inan	0.9778	N/A	-0.0071	0.577	936	Computer Game Design	1129	301
2	114 m^2	0.4209	reptile	Andrew	0.7337	-0.085 mph	0.3338	0.1734	1046	Electrical Engineering	780	491
0	126 m^2	0.3615	HAMSTER	Inan, Tony	0.9199	0.5344 mph	-0.2247	1.0542	447	Computer Game Design	1009	835
0	640 m^2	0.4093	rat	Tony	1.1384	0.5795 mph	-0.1403	0.5779	1056	Computer Game Design	1155	752
0	174 m^2	0.2159	rat	Vani, Inan	1.0142	0.2488 mph	0.2529	0.5649	819	Computer Game Design	910	398
2	-163 m^2	0.7502	reptile	Andrew	0.7135	-0.1159 mph	0.1958	0.179	880	Bioinformatics	307	704
0	545 m^2	0.5653	rabbit	Vani, Inan	0.8074	0.2937 mph	-0.1945	0.7529	632	Computer Game Design	822	211
1	870 m^2	0.3366	chicken	Fabrice, Sam	0.0459	0.7858 mph	0.7214	0.9481	915	Technology and Information Management	88	922
0	545 m^2	0.2447	cat	Inan	0.8422	0.246 mph	-0.3691	0.6376	986	Computer Game Design	915	447
3	906 m^2	0.6747	pig	Reilly	0.4	0.5324 mph	1.0854	0.726	269	Robotics Engineering	351	142
3	738 m^2	0.6378	pig	Eriq	0.508	0.8994 mph	NULL	0.548	-29	Games and Playable Media	389	273
1	958 m^2	0.4026	chicken	Vani	0.2521	0.6799 mph	1.005	0.4613	317	Statistics	-77	1137
3	644 m^2	0.6793	pig	Andrew	0.3838	0.5989 mph	0.7606	0.4298	105	Bioengineering	494	-23
1	769 m^2	0.0717	chicken	Chris, Fabrice, Michael, Sam	-0.0154	0.7629 mph	0.9121	0.9558	165	Computational Media	-161	1042
0	250 m^2	0.4986	hamster	Vani, Inan	0.7005	0.5551 mph	0.2182	0.6484	602	Computer Game Design	900	398
0	398 m^2	0.5183	cat	Tony, Inan	0.987	0.4154 mph	-0.0222	0.6813	538	Computer Game Design	973	830
2	236 m^2	0.7674	bird	Andrew	0.7495	0.3122 mph	0.4977	0.1222	238	Bioinformatics	317	566
2	332 m^2	0.9872	bird	Andrew	?	0.1881 mph	0.4178	0.1876	1255	Biotechnology	395	881
2	443 m^2	0.9932	reptile	Andrew	0.6	0.1229 mph	0.9207	0.3363	542	Natural Language Processing	498	591
0	225 m^2	0.7618	rat	Tony	1.1582	0.2604 mph	-0.074	0.7315	557	Computer Game Design	985	158
0	609 m^2	0.5342	rat	Vani	1.2252	0.3666 mph	-0.1313	0.5487	594	Computer Game Design	982	553
1	753 m^2	0.0709	chicken	Lise, Michael	0.1135	0.4716 mph	0.9451	1.265	170	Applied Mathematics	-31	1291
0	308 m^2	0.7517	rabbit	Inan	1.0201	0.4197 mph	0.2254	0.4838	654	Computer Game Design	783	437
3	904 m^2	0.5734	pig	Reilly	-0.0359	0.6548 mph	0.9076	0.0623	-251	Biotechnology	693	206
3	979 m^2	0.9275	pig	Eriq	0.3084	0.7606 mph	0.75	0.1599	282	Games and Playable Media	152	10
3	924 m^2	0.6898	pig	Eriq	0.0256	0.5393 mph	0.8442	0.017	251	Computer Engineering	155	348
3	671 m^2	0.5882	pig	Eriq	0.4592	0.6926 mph	0.6363	0.3174	464	Bioengineering	-81	-158
3	1053 m^2	0.4053	pig	Eriq	0.1846	0.8506 mph	0.7266	0.1905	108	Robotics Engineering	576	597
1	684 m^2	0.0395	chicken	Chris, Lise, Sam	-0.3311	0.7667 mph	0.9648	0.8311	n/a	Data Science	147	997
3	928 m^2	0.3113	pig	Reilly	0.3676	?	0.9342	-0.0933	672	Bioengineering	217	-188
2	204 m^2	1.0554	reptile	Andrew	0.7976	-0.0927 mph	0.4578	-0.0851	1090	Bioinformatics	451	790
3	888 m^2	0.6717	pig	Reilly	0.2023	0.5274 mph	0.7211	0.4411	350	Bioengineering	183	165
1	981 m^2	-0.0872	fish	Chris, Fabrice	0.1252	1.0525 mph	0.8953	0.2239	109	Statistics	139	1001
0	314 m^2	0.6976	rat	Inan	0.8885	0.3734 mph	-0.0795	0.6745	695	Computer Game Design	1062	206
2	116 m^2	0.755	ferret	Andrew	0.9371	0.105 mph	0.4901	0.2191	680	Bioinformatics	622	516
2	215 m^2	0.6268	ferret	Andrew	0.0485	-0.1641 mph	0.6438	-0.1219	962	Electrical Engineering	545	285
2	217 m^2	1.0878	ferret	Andrew	0.7232	0.4537 mph	0.7811	0.2868	726	Electrical Engineering	552	673
1	626 m^2	0.0394	guinea pig	n/a	-0.0142	0.6317 mph	0.5538	0.6983	441	Computational Media	81	1485
2	99 m^2	0.9214	dog	Andrew	0.6044	0.1719 mph	0.3161	0.091	1157	Bioinformatics	447	763
3	1085 m^2	0.6583	pig	Eriq	0.4479	0.6427 mph	0.7136	0.2955	412	Computer Engineering	184	89
2	162 m^2	1.0937	ferret	Andrew	1.1094	-0.0385 mph	0.3375	0.2091	800	Biotechnology	482	552
0	399 m^2	0.2507	fish	Inan, Tony	0.7256	0.4506 mph	-0.0544	0.5774	647	Computer Game Design	1229	957
3	1003 m^2	0.4092	pig	Eriq	-0.079	0.8436 mph	0.8797	0.6204	164	Human Computer Interaction	45	-53
1	849 m^2	0.2105	fish	Fabrice	0.209	0.7596 mph	0.7372	0.6725	168	cOMPUTATIONAL mEDIA	137	747
0	231 m^2	0.6475	cat	Tony, Vani	0.6323	0.5361 mph	0.1284	0.6281	286	Computer Game Design	1270	498
1	647 m^2	0.2072	guinea pig	Chris, Michael, Sam, Fabrice	-0.2249	1.1275 mph	0.6402	0.7748	529	Computer Science	-274	958
2	-106 m^2	0.5547	bird	Andrew	1.0609	0.118 mph	0.3873	0.1236	539	Computer Game Design	607	751
1	741 m^2	0.2349	fish	Lise	0.3615	0.5745 mph	0.7264	0.9468	668	Games and Playable Media	-114	1192
2	-2 m^2	0.8779	bird	Andrew	0.3045	0.378 mph	0.2725	-0.08	567	Bioinformatics	644	324
1	434 m^2	0.1603	guinea pig	Lise, Sam, Fabrice, Michael	0.2937	1.322 mph	0.508	0.6089	408	Computer Science	132	983
3	627 m^2	0.6991	pig	Eriq	0.1664	0.7905 mph	0.9155	0.4762	15	Human Computer Interaction	145	302
0	290 m^2	0.2781	rabbit	Tony, Vani	1.2802	0.5153 mph	0.1251	0.5363	241	Computer Game Design	1176	61
0	252 m^2	0.5561	cat	Tony	0.9114	0.3767 mph	-0.17	0.7812	358	Computer Game Design	1169	435
3	1141 m^2	0.9565	pig	Reilly	0.0438	0.6324 mph	0.837	0.1556	22	Human Computer Interaction	269	656
3	510 m^2	0.6781	bird	Reilly	0.244	0.6247 mph	0.8744	0.3421	320	Games and Playable Media	446	330
1	471 m^2	0.2646	fish	Fabrice	0.3254	0.8299 mph	0.3515	0.8445	244	Statistics	-1	1188
0	183 m^2	0.4862	rat	Tony	0.8228	0.1348 mph	0.1114	0.7612	265	Human Computer Interaction	1013	408
3	643 m^2	0.688	pig	Reilly	0.167	0.5268 mph	0.8834	0.9268	-301	Games and Playable Media	453	83
1	749 m^2	0.1892	fish	Fabrice, Chris, Lise, Sam	-0.0892	0.6089 mph	1.249	0.5635	475	Applied Mathematics	-146	1107
3	1072 m^2	0.6183	pig	Eriq	-0.1423	0.7209 mph	1.091	0.3002	414	Human Computer Interaction	438	95
2	129 m^2	0.5755	reptile	Andrew	0.8224	0.1164 mph	0.4749	0.1245	937	Natural Language Processing	392	374
3	877 m^2	0.4296	pig	Reilly	0.7139	0.6288 mph	0.7782	0.5226	-24	Robotics Engineering	281	-216
3	900 m^2	0.6762	pig	Eriq	0.4534	0.7126 mph	0.7652	0.2283	186	Games and Playable Media	112	92
2	196 m^2	0.7205	reptile	Andrew	0.9779	0.2086 mph	0.7897	0.0774	404	Natural Language Processing	614	712
3	695 m^2	0.3472	pig	Reilly	-0.0504	0.8343 mph	0.8874	0.5878	381	Bioengineering	647	576
0	582 m^2	0.4012	rat	Inan, Vani	0.971	0.3011 mph	-0.1767	0.9179	541	Computer Game Design	1244	293
0	334 m^2	0.1308	Cat	Tony, Vani	1.0469	0.2795 mph	-0.0773	0.4755	552	Computer Game Design	918	399
0	379 m^2	0.3445	rat	Tony	1.206	0.5128 mph	-0.1314	0.804	177	Computer Game Design	993	433
3	890 m^2	0.4461	pig	Reilly	0.2159	0.904 mph	None	0.4497	-142	Bioengineering	141	422
3	589 m^2	0.6023	pig	Reilly	0.127	0.6169 mph	0.5473	0.3891	98	Bioengineering	105	-158
0	490 m^2	0.4501	cat	Lise	0.9713	0.5121 mph	0.1556	0.7965	343	Computer Game Design	1368	302
0	597 m^2	0.7055	reptile	Vani	0.5819	0.1771 mph	-0.4995	0.7091	327	Computer Game Design	1312	471
2	64 m^2	0.7884	bird	Andrew	0.5388	0.1133 mph	0.3549	0.6201	1049	Bioinformatics	78	616
0	348 m^2	0.4438	rat	Tony, Vani	0.491	0.2034 mph	-0.3274	0.2873	413	Computer Game Design	1174	608
3	870 m^2	0.5582	pig	Eriq	0.3599	0.4776 mph	0.9623	0.0136	115	Bioengineering	304	386
3	854 m^2	1.0447	pig	Eriq	0.5014	0.6228 mph	0.8664	0.86	286	Bioengineering	-105	471
0	363 m^2	0.2472	Rabbit	Tony, Inan	0.7143	0.4712 mph	0.0325	1.1845	686	Computer Game Design	1055	-21
3	668 m^2	0.4506	pig	Reilly	0.7789	0.6235 mph	0.8356	0.5469	270	Computer Engineering	-81	-4
3	855 m^2	0.3258	pig	Eriq	0.2588	0.4845 mph	0.7044	0.3154	19	ROBOTICS ENGINEERING	83	36
1	816 m^2	0.1751	fish	Fabrice, Sam, Chris, Michael	0.2228	0.5264 mph	0.4555	1.0645	284	Technology and Information Management	364	979
3	661 m^2	0.9469	pig	Reilly	0.0436	0.7131 mph	0.7962	0.7846	36	Computer Engineering	411	508
0	214 m^2	0.4994	rat	Tony	0.782	-0.2874 mph	0.0153	0.7581	352	Computer Game Design	913	65
3	745 m^2	1.0897	pig	Eriq	0.1019	0.7672 mph	0.6828	0.4208	815	Computer Engineering	429	-107
1	1110 m^2	0.0801	guinea pig	Michael	0.1381	0.7451 mph	0.805	0.8396	802	Computer Science	-154	1114
0	?	0.5335	hamster	Tony	1.0069	0.0014 mph	-0.0064	0.4831	557	Computer Game Design	775	234
